user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,total_watch_time,avg_watch_time,total_sessions,unique_movies,avg_completion,sessions_per_day,total_searches,unique_searches,avg_search_time,total_reviews,avg_sentiment,helpful_votes,last_activity,days_since_last_activity,churn
user_03108,sharon70@example.org,Jason,Schneider,31.0,Other,USA,Arizona,East Markbury,basic,2023-05-30,True,12.56,Desktop,0.0,2024-01-01 04:55:31.079785,844.5,64.96153846153847,16,16,62.823076923076925,0.025157232704402517,1.0,1.0,11.1,0.0,0.0,0.0,2025-10-03,89,1
user_03109,normanclifford@example.net,Jeffrey,Wolf,34.0,Male,USA,New Jersey,Phillipshaven,premium,2023-07-22,True,25.89,Laptop,2.0,2023-02-13 18:51:35.768822,1094.6,136.825,8,8,54.5,0.012030075187969926,3.0,3.0,9.333333333333334,2.0,0.8105,8.0,2025-12-18,13,0
user_03110,james18@example.com,John,Hart,16.0,Other,USA,Georgia,Edwardshire,premium,2023-05-06,True,11.5,Laptop,1.0,2024-11-03 16:38:44.950343,543.0,54.3,11,11,57.39090909090908,0.016897081413210446,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-20,72,1
user_03111,nlee@example.org,Jared,Martin,18.0,Female,USA,Florida,South Aaronhaven,premium,2025-03-11,True,5.75,Laptop,1.0,2025-01-30 12:14:44.871547,658.0,54.833333333333336,14,14,44.176923076923075,0.02092675635276532,2.0,2.0,37.2,2.0,0.7204999999999999,7.0,2025-12-22,9,0
user_03112,tracy12@example.com,Gregory,Estes,33.0,Female,Canada,Ontario,Alexisland,basic,2024-04-23,True,26.63,Tablet,2.0,2024-05-13 17:05:57.751471,855.6,95.06666666666666,10,10,39.64444444444444,0.017985611510791366,4.0,4.0,20.766666666666666,3.0,0.7926666666666667,5.0,2025-12-11,20,0
user_03113,victoria55@example.com,Jillian,Hernandez,24.0,Male,USA,Arizona,Hayesville,basic,2024-01-16,True,20.53,Smart TV,6.0,2022-09-19 09:50:56.649113,404.2,80.84,5,5,36.6,0.009708737864077669,3.0,3.0,30.5,5.0,0.7658,15.0,2025-07-20,164,1
user_03114,hannah74@example.org,Matthew,Petty,48.0,0,USA,North Carolina,North Brandon,standard,2023-02-20,True,28.14,Gaming Console,5.0,2022-12-22 11:44:54.932847,215.2,43.04,5,5,64.72,0.012285012285012284,1.0,1.0,5.2,3.0,0.6453333333333333,9.0,2025-07-09,175,1
user_03115,powellpaul@example.org,Ebony,Fitzgerald,26.0,Prefer not to say,Canada,Nova Scotia,Port Carolmouth,premium+,2025-05-03,True,27.4,Smart TV,3.0,2022-10-17 08:35:51.453698,483.8,43.981818181818184,14,14,60.24166666666667,0.0220125786163522,1.0,1.0,51.0,0.0,0.0,0.0,2025-10-08,84,1
user_03116,scottkirk@example.net,Jessica,Cain,26.0,Female,Canada,New Brunswick,Davidville,standard,2024-01-30,True,14.33,Smart TV,3.0,2022-10-24 10:11:50.375094,239.6,79.86666666666666,4,4,58.7,0.006589785831960461,2.0,2.0,23.35,5.0,0.7282,11.0,2025-12-29,2,0
user_03119,vasquezwendy@example.net,Michael,Bauer,50.0,Female,USA,Arizona,Jasonstad,basic,2024-03-31,True,13.25,Tablet,3.0,2023-05-10 21:59:32.289403,533.1,59.233333333333334,9,9,60.775,0.018329938900203666,2.0,2.0,9.2,1.0,0.219,3.0,2025-10-13,79,1
user_03121,dustinlewis@example.net,Erika,Ramirez,48.0,Female,USA,Tennessee,Aliciafurt,standard,2023-06-28,True,14.09,Gaming Console,3.0,2022-10-30 03:21:44.530388,646.0,64.6,11,11,42.163636363636364,0.01903114186851211,1.0,1.0,12.0,0.0,0.0,0.0,2025-09-07,115,1
user_03122,davidrichardson@example.org,Jonathan,Robbins,27.0,Male,USA,Virginia,East Jamesshire,standard,2023-05-24,True,13.23,Tablet,2.0,2023-11-28 22:13:13.770817,214.5,30.642857142857142,9,9,52.01428571428572,0.012893982808022923,2.0,2.0,32.4,2.0,0.762,10.0,2025-12-19,12,0
user_03123,xwilson@example.org,Jessica,Morris,34.0,Male,USA,Arizona,West Jennifer,standard,2025-02-03,True,17.86,Mobile,5.0,2023-02-08 09:38:35.147260,308.4,38.55,11,11,69.3,0.016975308641975308,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-18,43,1
user_03124,cbauer@example.net,Brian,Hoffman,35.0,Female,USA,Michigan,West Richard,basic,2023-01-25,False,13.73,Laptop,0.0,2023-08-14 15:02:50.524135,641.7,53.475,13,13,50.25,0.03233830845771144,4.0,3.0,18.75,1.0,0.703,0.0,2025-11-19,42,1
user_03125,montoyachristopher@example.net,Ana,Black,54.0,0,Canada,Manitoba,Lake Luke,standard,2023-04-17,True,10.03,Desktop,6.0,2024-03-08 05:39:01.832565,684.1,62.190909090909095,12,12,68.48181818181818,0.01772525849335303,1.0,1.0,8.0,0.0,0.0,0.0,2025-11-10,51,1
user_03126,alex06@example.net,Michael,Baker,46.0,Female,Canada,British Columbia,Costamouth,standard,2024-11-22,True,2.58,Desktop,1.0,2023-01-26 12:36:10.592832,340.1,56.68333333333334,8,8,35.43333333333333,0.011922503725782414,2.0,2.0,45.3,0.0,0.0,0.0,2025-12-15,16,0
user_03128,james01@example.com,Paul,Sanchez,24.0,Female,USA,Texas,Markmouth,standard,2022-11-07,True,6.91,Desktop,6.0,2023-01-03 05:52:30.115438,561.1,80.15714285714286,8,8,68.22,0.014814814814814815,0.0,0.0,0.0,4.0,0.756,16.0,2025-09-10,112,1
user_03129,harrisdavid@example.org,Nancy,Brown,15.0,Male,USA,Wisconsin,New Jacquelineburgh,premium+,2024-09-20,True,11.07,Gaming Console,2.0,2024-09-27 05:30:38.396735,234.9,29.3625,9,9,57.2875,0.013100436681222707,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-04,27,0
user_03130,pachecoronald@example.net,Brandon,Harrell,48.0,Male,Canada,Prince Edward Island,New Franklin,premium,2023-12-06,True,10.79,Gaming Console,2.0,2024-08-21 04:34:37.963097,751.1,68.28181818181818,11,11,53.78181818181818,0.019572953736654804,4.0,4.0,22.25,1.0,0.52,9.0,2025-09-25,97,1
user_03131,georgevanessa@example.com,Jeffrey,Carpenter,34.0,Female,USA,Illinois,West Elizabeth,premium,2024-05-10,True,5.44,Tablet,6.0,2023-01-04 16:46:25.305386,517.1,51.71,11,11,35.19,0.02178217821782178,3.0,3.0,17.066666666666666,2.0,0.5945,5.0,2025-07-20,164,1
user_03132,martin30@example.org,Matthew,Cohen,37.0,0,Canada,Saskatchewan,Danielfurt,basic,2024-04-30,True,25.57,Smart TV,3.0,2022-10-09 11:54:46.580313,524.0,47.63636363636363,11,11,71.03333333333333,0.021825396825396824,2.0,2.0,11.25,1.0,0.706,2.0,2025-05-29,216,1
user_03133,ruth44@example.org,Crystal,Robertson,52.0,Male,USA,Michigan,North Christineview,standard,2025-06-10,True,16.72,Tablet,7.0,2023-02-16 21:28:24.331670,258.2,43.03333333333333,6,6,55.48,0.009554140127388535,2.0,2.0,13.95,1.0,0.412,5.0,2025-10-14,78,1
user_03135,kbrown@example.org,Kimberly,Yu,60.0,Male,USA,Massachusetts,Walterhaven,standard,2022-11-17,True,18.24,Desktop,6.0,2024-06-26 00:51:19.394798,612.6,47.12307692307692,13,13,47.5,0.034759358288770054,3.0,3.0,18.533333333333335,1.0,0.819,1.0,2025-12-02,29,0
user_03136,alyssamitchell@example.com,Anthony,Keller,44.0,Prefer not to say,Canada,Newfoundland and Labrador,West Mirandaville,standard,2025-01-26,False,4.15,Gaming Console,2.0,2024-07-18 03:31:20.471749,668.7,55.725,12,12,46.39,0.01938610662358643,2.0,2.0,47.8,3.0,0.5135,8.0,2025-09-26,96,1
user_03137,flittle@example.com,Paula,Golden,42.0,Female,USA,California,East Debraport,standard,2025-03-30,True,12.55,Mobile,5.0,2024-04-18 18:24:43.458107,133.2,44.4,5,5,53.175,0.02403846153846154,5.0,5.0,21.16,2.0,0.486,3.0,2024-09-29,458,1
user_03139,omills@example.org,Daniel,Porter,33.0,Male,Canada,Manitoba,Adamhaven,premium,2024-01-18,True,53.29,Gaming Console,2.0,2025-02-16 06:10:49.956155,598.3,59.83,15,15,56.65833333333333,0.022288261515601784,4.0,4.0,18.075000000000003,1.0,0.734,0.0,2025-12-29,2,0
user_03141,parkertim@example.com,Jerry,Ruiz,28.0,Female,USA,Indiana,Curtismouth,basic,2024-11-19,True,12.52,Desktop,3.0,2023-01-01 22:08:22.353901,530.0,58.888888888888886,10,10,58.55,0.02207505518763797,3.0,3.0,18.366666666666667,1.0,0.756,3.0,2025-11-20,41,1
user_03142,dunderwood@example.com,Ryan,Osborne,16.0,Female,Canada,Prince Edward Island,Mossmouth,premium,2025-01-24,True,28.1,Mobile,5.0,2024-08-21 09:35:50.751777,584.9,53.17272727272727,11,11,57.1,0.017054263565891473,2.0,2.0,16.2,1.0,0.0,3.0,2025-12-25,6,0
user_03143,zphillips@example.org,Cody,Trujillo,28.0,Female,USA,Pennsylvania,Vickiberg,premium,2022-10-18,True,27.05,Tablet,5.0,2022-12-10 00:04:11.883130,331.4,47.34285714285714,7,7,22.414285714285715,0.011437908496732025,3.0,3.0,13.933333333333332,3.0,0.759,12.0,2025-09-18,104,1
user_03144,travis25@example.com,Joshua,Thompson,20.0,Male,USA,Indiana,North Melissatown,basic,2024-07-23,True,60.04,Desktop,3.0,2024-09-01 02:10:55.942971,253.2,50.64,7,7,49.771428571428565,0.013539651837524178,5.0,5.0,12.48,1.0,0.567,2.0,2025-08-23,130,1
user_03145,nelsonbrian@example.org,Brandon,Holland,56.0,Female,Canada,Manitoba,Scottside,standard,2025-07-27,True,15.21,Gaming Console,0.0,2024-04-17 04:00:25.247078,444.5,44.45,10,10,50.91111111111111,0.01529051987767584,6.0,6.0,16.0,2.0,0.9555,7.0,2025-10-20,72,1
user_03146,olivia38@example.org,Joanne,Scott,20.0,Female,USA,Wisconsin,Melissafort,premium,2024-02-10,True,10.56,Tablet,1.0,2024-11-01 05:35:55.936580,912.3,82.93636363636364,12,12,56.36666666666666,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-05,26,0
user_03147,stevenschneider@example.com,Joseph,Ortiz,30.0,Prefer not to say,USA,Massachusetts,West Joshua,premium+,2024-08-15,True,13.31,Laptop,3.0,2025-06-06 01:49:41.143966,570.1,57.010000000000005,11,11,48.260000000000005,0.02391304347826087,2.0,2.0,22.25,3.0,0.5816666666666667,12.0,2025-11-27,34,1
user_03148,sotomadison@example.net,Raymond,Obrien,24.0,0,USA,Wisconsin,South Kimberlyburgh,standard,2023-01-12,True,19.18,Gaming Console,1.0,2024-09-08 22:34:19.344032,657.9,59.809090909090905,12,12,61.945454545454545,0.017991004497751123,1.0,1.0,13.7,1.0,0.8855,4.0,2025-11-05,56,1
user_03149,hicksrobert@example.net,Jared,Fischer,42.0,Male,Canada,Ontario,Jerrymouth,premium,2025-03-17,True,9.7,Gaming Console,2.0,2024-03-26 13:15:55.531809,802.9,66.90833333333333,12,12,56.69166666666666,0.02079722703639515,3.0,3.0,26.96666666666667,1.0,0.4545,8.0,2025-11-13,48,1
user_03151,christine41@example.net,Lindsey,Greene,27.0,Male,Canada,Ontario,Stanleyland,standard,2023-04-15,True,3.45,Laptop,1.0,2024-06-26 15:22:29.158078,416.0,69.33333333333333,8,8,53.0125,0.015414258188824663,4.0,3.0,19.575,2.0,0.6845,7.0,2025-10-18,74,1
user_03152,bshannon@example.com,Paula,Wright,33.0,Male,Canada,British Columbia,Lake Allenburgh,premium+,2024-03-11,True,26.22,Gaming Console,0.0,2024-07-01 23:47:00.758014,1579.3,121.48461538461538,14,14,55.74166666666667,0.025,4.0,4.0,22.75,2.0,0.8155,4.0,2025-08-20,133,1
user_03153,robert53@example.org,Edward,Martinez,39.0,Prefer not to say,USA,Michigan,Hansonborough,standard,2025-01-16,True,16.88,Laptop,2.0,2024-11-27 16:55:10.689600,378.4,75.67999999999999,7,7,69.92857142857143,0.012280701754385965,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-10,82,1
user_03154,jeremysimpson@example.org,Jonathon,Jones,36.0,Female,Canada,Saskatchewan,New Jasonhaven,basic,2023-05-07,True,15.1,Gaming Console,2.0,2024-03-18 21:20:10.622638,329.1,41.1375,10,10,58.8111111111111,0.01440922190201729,3.0,3.0,10.733333333333334,4.0,0.738,11.0,2025-12-13,18,0
user_03155,jasonsosa@example.org,Wayne,Coleman,51.0,Female,USA,Pennsylvania,New Brandymouth,standard,2022-09-20,True,14.39,Smart TV,5.0,2024-11-19 11:39:04.116613,506.6,56.28888888888889,10,10,52.589999999999996,0.018796992481203006,1.0,1.0,7.2,1.0,0.817,5.0,2025-10-14,78,1
user_03156,dwaynemoon@example.org,Dawn,Zuniga,15.0,Male,Canada,New Brunswick,North Kimberly,standard,2024-07-27,True,14.21,Gaming Console,4.0,2023-05-12 01:26:09.696641,538.1,48.91818181818182,14,14,58.53076923076923,0.027131782945736434,5.0,5.0,20.625,1.0,0.261,2.0,2025-06-08,206,1
user_03157,timothyklein@example.com,Leah,Martin,44.0,Female,Canada,Alberta,Christinamouth,premium,2022-09-05,True,7.45,Laptop,1.0,2023-05-07 08:38:18.776783,266.4,44.4,8,8,50.449999999999996,0.01340033500837521,4.0,4.0,28.46666666666667,0.0,0.0,0.0,2025-09-02,120,1
user_03158,warrenkrista@example.com,Melanie,Navarro,23.0,Male,USA,Indiana,Hopkinsside,premium,2022-08-04,True,23.2,Desktop,4.0,2024-01-19 05:55:11.052059,724.4,72.44,14,14,66.51666666666667,0.022222222222222223,0.0,0.0,0.0,1.0,0.655,4.0,2025-11-03,58,1
user_03159,xwebb@example.net,Bonnie,Conway,35.0,Female,USA,Massachusetts,Taylorbury,premium+,2023-04-13,True,41.1,Mobile,5.0,2024-02-03 14:49:41.182497,486.9,60.8625,10,10,66.34444444444445,0.015600624024960999,3.0,3.0,20.500000000000004,0.0,0.0,0.0,2025-11-11,50,1
user_03161,zjacobs@example.org,Amber,Moore,45.0,Other,USA,North Carolina,Port Shawn,premium,2022-12-06,False,41.23,Smart TV,7.0,2024-09-26 07:05:47.494405,722.4,72.24,10,10,51.65,0.01455604075691412,2.0,2.0,8.05,1.0,0.542,3.0,2025-12-21,10,0
user_03162,brianalvarez@example.net,Bryce,Morris,47.0,Male,USA,Wisconsin,Heathermouth,premium,2025-03-15,True,8.56,Mobile,7.0,2023-05-01 14:03:04.156604,523.0,52.3,11,11,60.8111111111111,0.016200294550810016,2.0,2.0,10.55,3.0,0.7683333333333334,9.0,2025-11-27,34,1
user_03165,watersjerry@example.org,Karen,Harris,22.0,Prefer not to say,USA,Indiana,Fitzgeraldville,basic,2025-05-19,True,13.17,Desktop,1.0,2024-12-22 06:13:33.227235,698.0,139.6,5,5,49.925,0.01358695652173913,2.0,2.0,16.45,0.0,0.772,3.0,2025-11-05,56,1
user_03166,andrea88@example.org,Jacqueline,Perez,34.0,Female,USA,Illinois,Port Martha,standard,2024-06-13,True,13.31,Desktop,2.0,2025-04-23 02:32:52.750657,612.9,76.6125,9,9,49.65555555555555,0.013196480938416423,1.0,1.0,17.6,0.0,0.0,0.0,2025-12-24,7,0
user_03167,kclark@example.org,Robert,Hill,32.0,Male,USA,California,Hoffmanborough,standard,2024-11-21,True,0.0,Desktop,5.0,2025-02-21 04:30:18.510845,1020.9000000000001,92.80909090909091,11,11,55.64545454545455,0.016819571865443424,2.0,2.0,10.5,0.0,0.0,0.0,2025-10-16,76,1
user_03168,amy70@example.com,Holly,Bradford,20.0,Female,Canada,New Brunswick,Marciashire,premium,2022-12-11,True,19.45,Laptop,0.0,2022-10-31 18:17:24.726345,299.59999999999997,37.449999999999996,8,8,43.81428571428571,0.015533980582524271,4.0,4.0,18.05,2.0,0.6825,11.0,2025-12-18,13,0
user_03169,jose27@example.org,Matthew,Perez,25.0,Female,USA,Virginia,New Troymouth,standard,2023-02-10,False,8.62,Gaming Console,1.0,2022-08-21 03:36:12.207818,624.8,78.1,8,8,29.242857142857144,0.01171303074670571,3.0,3.0,19.75,3.0,0.638,1.0,2025-12-07,24,0
user_03170,zpennington@example.org,Hayley,Moore,33.0,0,USA,Michigan,South Kimberly,premium+,2023-04-23,True,19.63,Mobile,5.0,2024-09-09 05:44:11.205536,566.5,62.94444444444444,10,10,49.96666666666667,0.017271157167530225,4.0,4.0,14.1,3.0,0.7726666666666667,9.0,2025-08-13,140,1
user_03171,carlos66@example.org,Robert,Sherman,37.0,Male,Canada,Saskatchewan,South Scott,basic,2024-07-18,True,15.18,Smart TV,6.0,2023-10-23 10:59:52.637324,429.5,53.6875,11,11,46.190909090909095,0.01636904761904762,3.0,3.0,10.666666666666666,1.0,0.387,4.0,2025-12-19,12,0
user_03172,jacquelineturner@example.com,Danielle,Mitchell,32.0,Female,USA,Pennsylvania,Sparksbury,premium,2024-08-27,True,13.23,Gaming Console,2.0,2024-12-06 03:34:40.111696,691.5,138.3,5,5,19.0,0.01179245283018868,3.0,3.0,47.400000000000006,1.0,0.346,6.0,2025-09-02,120,1
user_03174,caseyandrew@example.com,Amber,Braun,27.0,Male,Canada,Newfoundland and Labrador,Harrisview,basic,2024-05-06,True,0.0,Tablet,4.0,2024-08-15 21:56:36.598196,765.9,69.62727272727273,12,12,53.65,0.018957345971563982,3.0,3.0,19.7,0.0,0.0,0.0,2025-12-24,7,0
user_03175,rhondalopez@example.org,Claudia,Weber,22.0,Male,USA,California,South Teresa,premium,2024-07-12,True,14.58,Laptop,1.0,2023-05-20 12:50:57.923940,304.0,30.4,12,12,42.74166666666667,0.01775147928994083,2.0,2.0,17.799999999999997,1.0,0.6565,7.0,2025-12-19,12,0
user_03177,kcarroll@example.net,David,Becker,49.0,Male,Canada,New Brunswick,East Thomasside,basic,2023-02-27,True,11.92,Smart TV,1.0,2022-11-04 15:31:01.147479,676.7,48.33571428571429,17,17,49.94375,0.023448275862068966,1.0,1.0,24.6,3.0,0.5443333333333333,12.0,2025-12-30,1,0
user_03178,tiffany93@example.org,April,Elliott,48.0,Female,Canada,Nova Scotia,New Tonya,standard,2025-06-04,False,16.73,Desktop,3.0,2025-04-13 08:03:48.387623,628.1,57.1,12,12,57.25,0.01910828025477707,0.0,0.0,0.0,1.0,0.883,3.0,2025-10-09,83,1
user_03180,kelly72@example.net,Nicole,Johnson,41.0,Male,USA,Michigan,West Nina,standard,2022-10-04,True,20.78,Laptop,4.0,2023-04-29 03:29:31.024132,466.6,46.660000000000004,11,11,58.0,0.03942652329749104,3.0,3.0,11.666666666666666,0.0,0.0,0.0,2025-06-20,194,1
user_03182,gilbertjason@example.com,Christopher,Perry,43.0,Prefer not to say,USA,Florida,West Jillianville,standard,2024-01-26,False,8.92,Smart TV,2.0,2024-04-03 23:06:23.274258,308.6,51.43333333333334,7,7,50.88,0.012681159420289856,1.0,1.0,60.8,0.0,0.0,0.0,2025-08-05,148,1
user_03183,hansonaaron@example.net,Victoria,Bell,45.0,Male,USA,Washington,New Josestad,basic,2024-03-15,True,4.1,Gaming Console,4.0,2024-06-27 13:34:27.345905,375.9,46.9875,8,8,51.06666666666666,0.01228878648233487,0.0,0.0,0.0,2.0,0.557,5.0,2025-12-16,15,0
user_03184,brian10@example.com,Michelle,Zimmerman,55.0,Other,USA,Wisconsin,East Michelle,premium,2024-01-01,True,7.39,Tablet,4.0,2022-09-23 21:55:30.070727,587.6,48.96666666666667,13,13,64.23333333333333,0.023297491039426525,3.0,3.0,27.1,2.0,0.6645000000000001,1.0,2025-12-09,22,0
user_03186,kimberly77@example.org,Christine,Estrada,25.0,Female,USA,Virginia,South Luisland,standard,2023-03-10,True,60.87,Gaming Console,6.0,2023-10-16 02:01:01.932289,1108.6,73.90666666666667,16,16,52.99285714285714,0.023088023088023088,2.0,2.0,23.05,0.0,0.0,0.0,2025-12-04,27,0
user_03187,nfischer@example.com,Chelsea,Stevens,41.0,Male,USA,California,East Christina,standard,2024-01-31,True,19.89,Laptop,3.0,2024-03-08 21:06:41.815294,87.2,29.066666666666666,5,5,30.474999999999998,0.014534883720930232,2.0,2.0,23.7,4.0,0.35400000000000004,8.0,2025-09-05,117,1
user_03188,ojones@example.net,Kevin,Shelton,49.0,Female,USA,Massachusetts,New Michaelmouth,premium,2024-07-31,True,13.76,Gaming Console,4.0,2024-10-30 01:47:56.045725,254.5,63.625,8,8,28.8375,0.013266998341625208,5.0,4.0,31.619999999999997,4.0,0.51725,9.0,2025-12-11,20,0
user_03189,chad49@example.org,Amanda,Marquez,29.0,Male,USA,North Carolina,East Mary,standard,2025-07-06,True,31.2,Tablet,1.0,2022-10-31 22:16:40.407089,564.2,62.6888888888889,9,9,55.97142857142857,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.0,2025-09-12,110,1
user_03190,natalie86@example.org,Christy,Bell,49.0,Male,USA,Massachusetts,Stuartfort,standard,2024-07-26,True,12.31,Gaming Console,4.0,2023-04-10 20:04:54.191314,1052.6,116.95555555555555,9,9,52.93333333333333,0.014827018121911038,2.0,2.0,8.5,2.0,0.5720000000000001,5.0,2025-10-06,86,1
user_03191,mbrooks@example.org,Ethan,Beard,34.0,Male,USA,Massachusetts,Markborough,premium,2024-11-07,False,3.33,Laptop,2.0,2023-12-05 16:48:37.142810,1222.5,101.875,13,13,53.84615384615385,0.020030816640986132,2.0,2.0,7.25,3.0,0.6443333333333333,10.0,2025-10-15,77,1
user_03192,mirandarobert@example.org,Michael,Wagner,26.0,Male,USA,Texas,South Brittany,basic,2025-07-26,False,5.95,Desktop,0.0,2023-11-12 16:31:05.250817,464.1,51.56666666666667,9,9,51.41428571428572,0.014516129032258065,4.0,4.0,12.5,1.0,0.7204999999999999,8.0,2025-12-19,12,0
user_03193,hansonmark@example.org,Justin,Thornton,34.0,Female,USA,Ohio,North Thomas,premium,2025-07-26,True,15.86,Laptop,6.0,2023-06-20 12:36:38.952015,484.1,69.15714285714286,8,8,54.175000000000004,0.011577424023154847,2.0,2.0,18.25,1.0,0.9,4.0,2025-11-25,36,1
user_03194,paula70@example.com,Abigail,Rojas,35.0,Female,Canada,Nova Scotia,Amberstad,basic,2023-06-08,True,12.16,Desktop,0.0,2025-05-16 19:32:08.527641,167.1,33.42,5,5,77.44,0.007194244604316547,3.0,3.0,10.133333333333335,4.0,0.53175,10.0,2025-11-26,35,1
user_03195,kyle15@example.com,Edward,Williams,36.0,Female,Canada,British Columbia,Lisafurt,standard,2023-10-03,True,0.0,Smart TV,2.0,2024-03-16 13:47:56.990534,841.9000000000001,140.3166666666667,7,7,71.58571428571429,0.013725490196078431,4.0,4.0,21.2,0.0,0.0,0.0,2025-09-27,95,1
user_03196,shannonmorton@example.org,Brandon,Scott,47.0,Male,Canada,Newfoundland and Labrador,South Jenniferview,standard,2022-09-13,True,8.55,Tablet,4.0,2024-06-28 09:38:36.497555,429.20000000000005,42.92,11,11,56.40909090909091,0.01757188498402556,4.0,2.0,30.625,3.0,0.44299999999999995,13.0,2025-11-23,38,1
user_03197,johncook@example.net,Zachary,Swanson,48.0,Female,USA,California,Lake Christopher,premium,2024-07-15,True,5.63,Gaming Console,2.0,2025-02-20 11:05:38.392994,435.3,54.4125,9,9,66.1625,0.014563106796116505,1.0,1.0,9.9,3.0,0.7493333333333334,9.0,2025-10-28,64,1
user_03198,walterboyle@example.net,Julie,Jordan,16.0,Female,Canada,Quebec,West Vincent,standard,2025-05-02,False,52.07,Gaming Console,0.0,2022-09-10 09:10:06.876010,364.6,52.08571428571429,8,8,50.42,0.013793103448275862,1.0,1.0,42.2,4.0,0.6990000000000001,11.0,2025-11-22,39,1
user_03199,hernandezamanda@example.org,Benjamin,Huang,46.0,Male,USA,Florida,Ortizland,standard,2024-04-07,True,11.28,Laptop,6.0,2024-12-22 10:26:32.007907,1195.1,132.7888888888889,10,10,69.65555555555555,0.01639344262295082,3.0,2.0,16.5,0.0,0.0,0.0,2025-12-29,2,0
user_03200,myersterri@example.com,Kimberly,Smith,45.0,0,Canada,Ontario,West Bryan,standard,2023-01-17,True,6.71,Gaming Console,1.0,2023-09-03 05:33:23.113416,342.8,48.971428571428575,9,9,46.96666666666667,0.013062409288824383,1.0,1.0,23.1,3.0,0.8029999999999999,8.0,2025-12-30,1,0
user_03201,james59@example.org,Charles,Lin,36.0,Female,Canada,Nova Scotia,South Garyberg,basic,2023-03-23,True,14.28,Tablet,2.0,2022-11-30 22:42:10.606311,364.3,60.71666666666667,7,7,38.15,0.013539651837524178,4.0,4.0,33.775,2.0,0.441,8.0,2025-07-27,157,1
user_03202,candrade@example.org,Steven,Parker,27.0,Male,USA,North Carolina,West Vicki,premium,2023-05-19,True,3.19,Smart TV,1.0,2024-01-19 02:10:32.204312,803.6999999999999,66.975,13,13,46.654545454545456,0.02,1.0,1.0,4.5,0.0,0.0,0.0,2025-12-30,1,0
user_03203,bryantkatherine@example.org,Sarah,Walker,33.0,Male,USA,California,West Carmen,standard,2023-02-07,True,22.85,Smart TV,3.0,2023-06-13 05:37:51.510469,572.3,57.23,10,10,46.53333333333333,0.01949317738791423,2.0,2.0,9.95,3.0,0.7473333333333333,15.0,2025-09-09,113,1
user_03204,shaungarcia@example.org,Joshua,Neal,53.0,Female,Canada,Alberta,New Jennifer,basic,2025-06-11,True,35.79,Desktop,0.0,2023-12-03 22:37:08.098726,628.6,57.14545454545455,11,11,45.49090909090909,0.015580736543909348,1.0,1.0,6.6,2.0,0.6495,2.0,2025-12-14,17,0
user_03205,moorealicia@example.net,Jason,Richardson,23.0,Male,USA,Florida,North Donaldshire,premium,2023-05-16,True,13.22,Desktop,1.0,2022-12-22 14:59:28.506402,570.9,63.43333333333333,12,12,51.225,0.018518518518518517,5.0,5.0,18.04,2.0,0.2545,7.0,2025-12-22,9,0
user_03207,taylordanielle@example.org,Aaron,Jones,32.0,Male,USA,Michigan,Port Keithberg,standard,2023-01-03,False,0.0,Gaming Console,0.0,2024-12-31 13:37:22.699198,356.5,50.92857142857143,9,9,68.95555555555556,0.017786561264822136,3.0,3.0,19.5,1.0,0.396,1.0,2025-07-07,177,1
user_03208,mitchellamber@example.net,Michael,Williams,32.0,Prefer not to say,Canada,Manitoba,Andreamouth,premium,2023-02-10,True,42.1,Smart TV,0.0,2024-09-16 09:52:29.634103,512.5,56.94444444444444,9,9,33.2375,0.01347305389221557,3.0,3.0,15.533333333333333,2.0,0.71,2.0,2025-11-18,43,1
user_03209,ianwilliamson@example.net,Lindsay,Drake,53.0,Female,Canada,Ontario,North Michaelfurt,premium,2023-03-25,True,6.74,Desktop,2.0,2024-06-12 11:25:45.390722,401.8,57.4,7,7,51.971428571428575,0.01032448377581121,5.0,5.0,27.860000000000003,0.0,0.0,0.0,2025-11-30,31,1
user_03211,steven00@example.com,Heidi,Myers,45.0,Male,USA,New Jersey,East Michael,premium,2024-03-22,True,5.74,Laptop,4.0,2025-02-11 07:34:18.326287,1119.0,139.875,8,8,35.885714285714286,0.01616161616161616,3.0,3.0,8.0,1.0,0.374,5.0,2025-08-25,128,1
user_03212,angelamoore@example.com,Michelle,Brown,47.0,Female,USA,Maryland,Alyssamouth,standard,2025-04-15,False,16.26,Smart TV,4.0,2025-04-10 03:45:07.005789,646.3000000000001,129.26000000000002,5,5,57.839999999999996,0.009433962264150943,2.0,2.0,11.05,1.0,0.252,0.0,2025-10-29,63,1
user_03213,jonespaula@example.com,Roger,Pennington,17.0,Other,Canada,Nova Scotia,New Brian,premium,2024-10-20,True,11.78,Tablet,0.0,2024-03-18 07:57:32.548023,753.5,57.96153846153846,15,15,45.766666666666666,0.02092050209205021,2.0,2.0,13.65,2.0,0.4535,5.0,2025-12-25,6,0
